,,,TA_1m,,RH_1m,,DP_1m,,PA_1m,,SR_1m,,PRMeasQMR102_1,,PR_Slide_Sum,,PR_Sum1h,,PR_Sum1h,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,
2010-07-30, 00:25:04,VALID,11.8397,VALID,80.1709,VALID,8.52954,VALID,1010.24,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.5375,VALID,7.39844,VALID,4,VALID,79,VALID,91,VALID,67,
2010-07-30, 00:26:04,VALID,11.8494,VALID,80.2065,VALID,8.54553,VALID,1010.24,VALID,-0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.60195,VALID,7.10156,VALID,3.79688,VALID,79,VALID,98,VALID,70,
2010-07-30, 00:27:04,VALID,11.8526,VALID,80.1772,VALID,8.54329,VALID,1010.25,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.00195,VALID,7.70313,VALID,3.60156,VALID,77,VALID,95,VALID,66,
2010-07-30, 00:28:04,VALID,11.8721,VALID,80.0768,VALID,8.54375,VALID,1010.26,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.91094,VALID,7.29688,VALID,4.29688,VALID,79,VALID,90,VALID,66,
2010-07-30, 00:29:04,VALID,11.8751,VALID,80.1302,VALID,8.55646,VALID,1010.25,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.98867,VALID,7.20313,VALID,4.79688,VALID,77,VALID,90,VALID,63,
2010-07-30, 00:30:04,VALID,11.8784,VALID,80.0704,VALID,8.54872,VALID,1010.23,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.00703,VALID,7.70313,VALID,2.89844,VALID,78,VALID,94,VALID,56,
2010-07-30, 00:31:04,VALID,11.8914,VALID,80.0679,VALID,8.56081,VALID,1010.24,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.01406,VALID,7.10156,VALID,4.70313,VALID,79,VALID,91,VALID,70,
2010-07-30, 00:32:04,VALID,11.9106,VALID,79.8733,VALID,8.54355,VALID,1010.21,VALID,-0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.15195,VALID,7.70313,VALID,3.79688,VALID,78,VALID,91,VALID,68,
2010-07-30, 00:33:04,VALID,11.9529,VALID,79.6215,VALID,8.53814,VALID,1010.2,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.09688,VALID,7.5,VALID,4.5,VALID,78,VALID,90,VALID,70,
2010-07-30, 00:34:04,VALID,11.9818,VALID,79.4677,VALID,8.53766,VALID,1010.19,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.94805,VALID,7.89844,VALID,4.10156,VALID,76,VALID,89,VALID,61,
2010-07-30, 00:35:04,VALID,11.9915,VALID,79.6152,VALID,8.5745,VALID,1010.19,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.27617,VALID,7.20313,VALID,2.79688,VALID,75,VALID,93,VALID,54,
2010-07-30, 00:36:04,VALID,11.9946,VALID,79.4142,VALID,8.54013,VALID,1010.17,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.82383,VALID,7.70313,VALID,3.60156,VALID,75,VALID,90,VALID,60,
2010-07-30, 00:37:04,VALID,12.0172,VALID,79.2604,VALID,8.53343,VALID,1010.2,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.1957,VALID,7.79688,VALID,3.79688,VALID,76,VALID,90,VALID,61,
2010-07-30, 00:38:04,VALID,12.0817,VALID,78.706,VALID,8.49242,VALID,1010.18,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.38594,VALID,8.10156,VALID,4.60156,VALID,76,VALID,92,VALID,61,
2010-07-30, 00:39:04,VALID,12.1298,VALID,78.5902,VALID,8.51742,VALID,1010.15,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.97578,VALID,8.29688,VALID,3.79688,VALID,75,VALID,87,VALID,57,
2010-07-30, 00:40:04,VALID,12.1817,VALID,78.294,VALID,8.51204,VALID,1010.14,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.1875,VALID,8,VALID,5,VALID,78,VALID,97,VALID,60,
2010-07-30, 00:41:04,VALID,12.2236,VALID,78.0714,VALID,8.51071,VALID,1010.12,VALID,-0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.3918,VALID,8.70313,VALID,4.70313,VALID,75,VALID,87,VALID,59,
2010-07-30, 00:42:04,VALID,12.2624,VALID,77.8705,VALID,8.51021,VALID,1010.12,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.14844,VALID,7.60156,VALID,4.5,VALID,74,VALID,91,VALID,57,
2010-07-30, 00:43:04,VALID,12.2912,VALID,77.5259,VALID,8.4727,VALID,1010.12,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.64023,VALID,7.89844,VALID,5.5,VALID,74,VALID,86,VALID,63,
2010-07-30, 00:44:04,VALID,12.3622,VALID,77.0821,VALID,8.45673,VALID,1010.11,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.8793,VALID,8,VALID,5.79688,VALID,74,VALID,87,VALID,62,
2010-07-30, 00:45:04,VALID,12.4076,VALID,76.927,VALID,8.47091,VALID,1010.09,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.72188,VALID,8.89844,VALID,5,VALID,75,VALID,98,VALID,61,
2010-07-30, 00:46:04,VALID,12.4429,VALID,76.7083,VALID,8.46309,VALID,1010.06,VALID,-0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.2625,VALID,7.70313,VALID,4.60156,VALID,74,VALID,94,VALID,56,
2010-07-30, 00:47:04,VALID,12.4687,VALID,76.6752,VALID,8.48173,VALID,1010.09,VALID,-0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.24609,VALID,7.89844,VALID,4.60156,VALID,73,VALID,90,VALID,62,
2010-07-30, 00:48:04,VALID,12.4884,VALID,76.6205,VALID,8.49025,VALID,1010.08,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.48242,VALID,8,VALID,5.10156,VALID,75,VALID,90,VALID,60,
2010-07-30, 00:49:04,VALID,12.4985,VALID,76.4641,VALID,8.46989,VALID,1010.07,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.38398,VALID,9.5,VALID,3.39844,VALID,71,VALID,90,VALID,58,
2010-07-30, 00:50:04,VALID,12.5471,VALID,76.1945,VALID,8.46474,VALID,1010.08,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.13828,VALID,8.39844,VALID,4,VALID,77,VALID,103,VALID,57,
2010-07-30, 00:51:04,VALID,12.5663,VALID,76.3001,VALID,8.50379,VALID,1010.08,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.89258,VALID,7.20313,VALID,4.5,VALID,74,VALID,90,VALID,62,
2010-07-30, 00:52:04,VALID,12.5921,VALID,75.7864,VALID,8.42896,VALID,1010.09,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.03789,VALID,8.89844,VALID,5.20313,VALID,75,VALID,85,VALID,62,
2010-07-30, 00:53:04,VALID,12.6407,VALID,75.6439,VALID,8.44816,VALID,1010.07,VALID,-0.834025,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.43125,VALID,8.29688,VALID,3.79688,VALID,73,VALID,84,VALID,62,
2010-07-30, 00:54:04,VALID,12.6602,VALID,75.7495,VALID,8.48765,VALID,1010.08,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.30937,VALID,9.10156,VALID,4.29688,VALID,74,VALID,85,VALID,64,
2010-07-30, 00:55:04,VALID,12.66,VALID,75.6376,VALID,8.46565,VALID,1010.09,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.45977,VALID,8.10156,VALID,4.60156,VALID,73,VALID,85,VALID,59,
2010-07-30, 00:56:04,VALID,12.6694,VALID,75.5753,VALID,8.46253,VALID,1010.08,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.48633,VALID,7.79688,VALID,4.29688,VALID,75,VALID,89,VALID,62,
2010-07-30, 00:57:04,VALID,12.702,VALID,75.4049,VALID,8.4607,VALID,1010.1,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.47891,VALID,9,VALID,4.79688,VALID,72,VALID,84,VALID,55,
2010-07-30, 00:58:04,VALID,12.7213,VALID,75.1798,VALID,8.43526,VALID,1010.09,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.22031,VALID,8,VALID,4.29688,VALID,74,VALID,91,VALID,62,
2010-07-30, 00:59:04,VALID,12.7244,VALID,75.41,VALID,8.48339,VALID,1010.07,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.36562,VALID,8.89844,VALID,5,VALID,73,VALID,87,VALID,53,
2010-07-30, 01:00:04,VALID,12.7088,VALID,75.5486,VALID,8.49539,VALID,1010.03,VALID,-0.751038,VALID,0,VALID,0,INVALID,0,VALID,0,VALID,6.40625,VALID,8.20313,VALID,4.60156,VALID,74,VALID,86,VALID,50,
2010-07-30, 01:01:04,VALID,12.7151,VALID,75.4812,VALID,8.48829,VALID,1009.99,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.57734,VALID,8.79688,VALID,4.29688,VALID,74,VALID,85,VALID,57,
2010-07-30, 01:02:04,VALID,12.7149,VALID,75.3871,VALID,8.4697,VALID,1009.97,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.31836,VALID,8.39844,VALID,5,VALID,75,VALID,89,VALID,61,
2010-07-30, 01:03:04,VALID,12.7247,VALID,75.265,VALID,8.45527,VALID,1009.99,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.59648,VALID,8.20313,VALID,4.29688,VALID,74,VALID,97,VALID,54,
2010-07-30, 01:04:04,VALID,12.7601,VALID,75.0844,VALID,8.45395,VALID,1010.01,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.38789,VALID,9.29688,VALID,4.10156,VALID,75,VALID,87,VALID,56,
2010-07-30, 01:05:04,VALID,12.7665,VALID,75.0882,VALID,8.46094,VALID,1010.06,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.00781,VALID,9.20313,VALID,4.39844,VALID,75,VALID,88,VALID,62,
2010-07-30, 01:06:04,VALID,12.7859,VALID,75.0641,VALID,8.4749,VALID,1010.05,VALID,-0.667358,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.94531,VALID,7.60156,VALID,4.20313,VALID,73,VALID,87,VALID,56,
2010-07-30, 01:07:04,VALID,12.7891,VALID,75.106,VALID,8.48628,VALID,1010.02,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.51953,VALID,8.70313,VALID,4.29688,VALID,74,VALID,94,VALID,57,
2010-07-30, 01:08:04,VALID,12.8085,VALID,74.7843,VALID,8.44156,VALID,1009.98,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.61484,VALID,8,VALID,4.89844,VALID,76,VALID,90,VALID,64,
2010-07-30, 01:09:04,VALID,12.8341,VALID,74.6546,VALID,8.4407,VALID,1009.96,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.44297,VALID,8.60156,VALID,4.70313,VALID,73,VALID,90,VALID,51,
2010-07-30, 01:10:04,VALID,12.8604,VALID,74.7144,VALID,8.47793,VALID,1009.92,VALID,-0.792531,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.62266,VALID,9.10156,VALID,4.60156,VALID,74,VALID,91,VALID,56,
2010-07-30, 01:11:04,VALID,12.8603,VALID,74.7055,VALID,8.47602,VALID,1009.88,VALID,-0.875519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.85977,VALID,9.60156,VALID,4.70313,VALID,74,VALID,87,VALID,61,
2010-07-30, 01:12:04,VALID,12.8666,VALID,74.6941,VALID,8.47983,VALID,1009.85,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.12227,VALID,8.5,VALID,5.5,VALID,73,VALID,87,VALID,62,
2010-07-30, 01:13:04,VALID,12.8795,VALID,74.6724,VALID,8.48802,VALID,1009.81,VALID,-0.542185,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.71367,VALID,8.89844,VALID,4.60156,VALID,73,VALID,100,VALID,57,
2010-07-30, 01:14:04,VALID,12.9053,VALID,74.5389,VALID,8.48651,VALID,1009.74,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.24648,VALID,9.70313,VALID,5.29688,VALID,74,VALID,85,VALID,62,
2010-07-30, 01:15:04,VALID,12.9247,VALID,74.4881,VALID,8.49513,VALID,1009.68,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.52227,VALID,8.89844,VALID,3.10156,VALID,81,VALID,107,VALID,61,
2010-07-30, 01:16:04,VALID,12.9343,VALID,74.4957,VALID,8.50599,VALID,1009.66,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.65,VALID,8.89844,VALID,4.70313,VALID,76,VALID,97,VALID,62,
2010-07-30, 01:17:04,VALID,12.9408,VALID,74.5364,VALID,8.52029,VALID,1009.67,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.17656,VALID,8.5,VALID,5.89844,VALID,75,VALID,90,VALID,57,
2010-07-30, 01:18:04,VALID,12.9472,VALID,74.5555,VALID,8.53031,VALID,1009.67,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.36953,VALID,9.79688,VALID,5.60156,VALID,73,VALID,87,VALID,61,
2010-07-30, 01:19:04,VALID,12.9503,VALID,74.7424,VALID,8.57029,VALID,1009.66,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.98828,VALID,9.29688,VALID,5,VALID,76,VALID,86,VALID,65,
2010-07-30, 01:20:04,VALID,12.9505,VALID,74.9357,VALID,8.60865,VALID,1009.64,VALID,-0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.6457,VALID,7.70313,VALID,3.79688,VALID,76,VALID,95,VALID,60,
2010-07-30, 01:21:04,VALID,12.9314,VALID,74.9102,VALID,8.58523,VALID,1009.57,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.89258,VALID,8.5,VALID,5.20313,VALID,78,VALID,94,VALID,59,
2010-07-30, 01:22:04,VALID,12.9214,VALID,75.031,VALID,8.59939,VALID,1009.55,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.83008,VALID,8.79688,VALID,4.60156,VALID,75,VALID,91,VALID,52,
2010-07-30, 01:23:04,VALID,12.9247,VALID,74.8657,VALID,8.56989,VALID,1009.51,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.71445,VALID,9.5,VALID,4.79688,VALID,78,VALID,91,VALID,59,
2010-07-30, 01:24:04,VALID,12.9569,VALID,74.7297,VALID,8.57417,VALID,1009.48,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.82891,VALID,8.60156,VALID,5.20313,VALID,76,VALID,93,VALID,62,
2010-07-30, 01:25:04,VALID,12.9503,VALID,74.942,VALID,8.60975,VALID,1009.47,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.53438,VALID,8.10156,VALID,4.39844,VALID,76,VALID,89,VALID,57,
2010-07-30, 01:26:04,VALID,12.9442,VALID,74.9738,VALID,8.6101,VALID,1009.48,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.40977,VALID,9.20313,VALID,4.39844,VALID,74,VALID,89,VALID,57,
2010-07-30, 01:27:04,VALID,12.9408,VALID,74.9331,VALID,8.59879,VALID,1009.48,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.54883,VALID,8.10156,VALID,4.79688,VALID,74,VALID,89,VALID,61,
2010-07-30, 01:28:04,VALID,12.9505,VALID,74.8886,VALID,8.59936,VALID,1009.47,VALID,-0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.64102,VALID,8.70313,VALID,4.20313,VALID,75,VALID,89,VALID,62,
2010-07-30, 01:29:04,VALID,12.9698,VALID,74.6572,VALID,8.57229,VALID,1009.44,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.99766,VALID,8.70313,VALID,3.79688,VALID,76,VALID,90,VALID,66,
2010-07-30, 01:30:04,VALID,12.9989,VALID,74.5326,VALID,8.57564,VALID,1009.46,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.10078,VALID,8.60156,VALID,4.60156,VALID,72,VALID,93,VALID,59,
2010-07-30, 01:31:04,VALID,13.0181,VALID,74.6928,VALID,8.62595,VALID,1009.47,VALID,-0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.40547,VALID,8.20313,VALID,4.39844,VALID,71,VALID,88,VALID,61,
2010-07-30, 01:32:04,VALID,12.9892,VALID,74.7386,VALID,8.60711,VALID,1009.46,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.12891,VALID,9.70313,VALID,1.60156,VALID,72,VALID,89,VALID,54,
2010-07-30, 01:33:04,VALID,13.0279,VALID,74.544,VALID,8.60596,VALID,1009.49,VALID,-0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.94219,VALID,8.5,VALID,5.39844,VALID,70,VALID,84,VALID,59,
2010-07-30, 01:34:04,VALID,13.0481,VALID,74.5605,VALID,8.62874,VALID,1009.51,VALID,-0.917013,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.3293,VALID,7.79688,VALID,4,VALID,71,VALID,91,VALID,50,
2010-07-30, 01:35:04,VALID,13.061,VALID,74.4461,VALID,8.61848,VALID,1009.51,VALID,-0.917013,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.58867,VALID,8.5,VALID,3.89844,VALID,70,VALID,97,VALID,53,
2010-07-30, 01:36:04,VALID,13.0673,VALID,74.4766,VALID,8.63062,VALID,1009.46,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.78633,VALID,8.70313,VALID,4.60156,VALID,72,VALID,90,VALID,61,
2010-07-30, 01:37:04,VALID,13.0773,VALID,74.6343,VALID,8.67158,VALID,1009.44,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.73281,VALID,9.39844,VALID,3.79688,VALID,71,VALID,90,VALID,44,
2010-07-30, 01:38:04,VALID,13.0643,VALID,74.8085,VALID,8.69346,VALID,1009.35,VALID,-0.917013,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.72656,VALID,8.60156,VALID,4.60156,VALID,72,VALID,88,VALID,58,
2010-07-30, 01:39:04,VALID,13.0644,VALID,74.6584,VALID,8.6639,VALID,1009.26,VALID,-0.834025,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.13281,VALID,9.20313,VALID,5,VALID,74,VALID,93,VALID,59,
2010-07-30, 01:40:04,VALID,13.0969,VALID,74.6915,VALID,8.70179,VALID,1009.31,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.29805,VALID,9.70313,VALID,4.70313,VALID,74,VALID,89,VALID,57,
2010-07-30, 01:41:04,VALID,13.1223,VALID,74.591,VALID,8.70649,VALID,1009.37,VALID,-0.958506,VALID,0,VALID,0,VALID,0,VALID,0,VALID,7.18477,VALID,9.10156,VALID,5,VALID,70,VALID,84,VALID,58,
2010-07-30, 01:42:04,VALID,13.1254,VALID,74.8772,VALID,8.76614,VALID,1009.49,VALID,-0.875519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.93867,VALID,7.5,VALID,4.39844,VALID,69,VALID,84,VALID,57,
2010-07-30, 01:43:04,VALID,13.1256,VALID,74.7703,VALID,8.74516,VALID,1009.53,VALID,-0.958506,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.2832,VALID,8.29688,VALID,3.89844,VALID,69,VALID,82,VALID,54,
2010-07-30, 01:44:04,VALID,13.1772,VALID,74.4346,VALID,8.7284,VALID,1009.55,VALID,-0.917013,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.84766,VALID,8.70313,VALID,4.60156,VALID,70,VALID,83,VALID,47,
