,,,TA_1m,,RH_1m,,DP_1m,,PA_1m,,SR_1m,,PRMeasQMR102_1,,PR_Slide_Sum,,PR_Sum1h,,PR_Sum1h,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,
2010-07-31, 00:09:04,VALID,11.7544,VALID,98.1908,VALID,11.4778,VALID,1003.1,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.85469,VALID,7.60156,VALID,3.29688,VALID,200,VALID,217,VALID,189,
2010-07-31, 00:10:04,VALID,11.7578,VALID,98.1793,VALID,11.4794,VALID,1003.12,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.90508,VALID,6.20313,VALID,3.5,VALID,210,VALID,230,VALID,196,
2010-07-31, 00:11:04,VALID,11.7481,VALID,98.1666,VALID,11.4678,VALID,1003.1,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.18477,VALID,8.10156,VALID,3.70313,VALID,206,VALID,227,VALID,187,
2010-07-31, 00:12:04,VALID,11.7381,VALID,98.1475,VALID,11.4549,VALID,1003.12,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.09102,VALID,7.29688,VALID,2.79688,VALID,198,VALID,222,VALID,178,
2010-07-31, 00:13:04,VALID,11.7346,VALID,98.1374,VALID,11.4498,VALID,1003.13,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.77812,VALID,6.89844,VALID,2.5,VALID,202,VALID,219,VALID,185,
2010-07-31, 00:14:04,VALID,11.7285,VALID,98.1196,VALID,11.441,VALID,1003.09,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.74062,VALID,8.70313,VALID,3.39844,VALID,203,VALID,228,VALID,174,
2010-07-31, 00:15:04,VALID,11.7122,VALID,98.1056,VALID,11.4226,VALID,1003.04,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.28984,VALID,8.20313,VALID,3.70313,VALID,205,VALID,220,VALID,169,
2010-07-31, 00:16:04,VALID,11.7154,VALID,98.0827,VALID,11.4223,VALID,1003.07,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.73047,VALID,6.70313,VALID,2.79688,VALID,195,VALID,210,VALID,174,
2010-07-31, 00:17:04,VALID,11.722,VALID,98.0712,VALID,11.4271,VALID,1003.06,VALID,0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.78398,VALID,8.20313,VALID,2.79688,VALID,201,VALID,222,VALID,187,
2010-07-31, 00:18:04,VALID,11.7059,VALID,98.0433,VALID,11.4067,VALID,1003.07,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.14766,VALID,7.89844,VALID,4.39844,VALID,195,VALID,214,VALID,169,
2010-07-31, 00:19:04,VALID,11.7085,VALID,98.0229,VALID,11.4062,VALID,1003.11,VALID,0.87621,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.70586,VALID,8.29688,VALID,2.70313,VALID,199,VALID,221,VALID,182,
2010-07-31, 00:20:04,VALID,11.7082,VALID,97.9962,VALID,11.4017,VALID,1003.14,VALID,1.25173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.70781,VALID,7.60156,VALID,3.70313,VALID,205,VALID,222,VALID,192,
2010-07-31, 00:21:04,VALID,11.7113,VALID,97.9746,VALID,11.4015,VALID,1003.21,VALID,1.00138,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.52734,VALID,6.20313,VALID,3.29688,VALID,208,VALID,224,VALID,197,
2010-07-31, 00:22:04,VALID,11.7116,VALID,97.9555,VALID,11.3988,VALID,1003.23,VALID,1.25173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.18906,VALID,6.29688,VALID,2.70313,VALID,208,VALID,231,VALID,187,
2010-07-31, 00:23:04,VALID,11.6952,VALID,97.9314,VALID,11.3787,VALID,1003.26,VALID,0.87621,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.9543,VALID,5.10156,VALID,3,VALID,212,VALID,238,VALID,189,
2010-07-31, 00:24:04,VALID,11.705,VALID,97.9097,VALID,11.3852,VALID,1003.22,VALID,0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.29609,VALID,5.79688,VALID,2.60156,VALID,211,VALID,227,VALID,197,
2010-07-31, 00:25:04,VALID,11.6823,VALID,97.8945,VALID,11.3601,VALID,1003.17,VALID,1.25173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.18984,VALID,5.10156,VALID,3.29688,VALID,208,VALID,221,VALID,190,
2010-07-31, 00:26:04,VALID,11.6852,VALID,97.8703,VALID,11.3593,VALID,1003.17,VALID,1.12656,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.47109,VALID,5.70313,VALID,3.5,VALID,206,VALID,220,VALID,194,
2010-07-31, 00:27:04,VALID,11.6889,VALID,97.85,VALID,11.3599,VALID,1003.16,VALID,0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.61836,VALID,5,VALID,2.39844,VALID,209,VALID,220,VALID,194,
2010-07-31, 00:28:04,VALID,11.6858,VALID,97.8258,VALID,11.353,VALID,1003.17,VALID,0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.0168,VALID,5,VALID,2.20313,VALID,203,VALID,216,VALID,182,
2010-07-31, 00:29:04,VALID,11.6758,VALID,97.808,VALID,11.3404,VALID,1003.22,VALID,0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.89063,VALID,5,VALID,2.5,VALID,210,VALID,227,VALID,197,
2010-07-31, 00:30:04,VALID,11.6824,VALID,97.7838,VALID,11.3432,VALID,1003.23,VALID,0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.0918,VALID,6.70313,VALID,2.29688,VALID,214,VALID,243,VALID,187,
2010-07-31, 00:31:04,VALID,11.6696,VALID,97.7559,VALID,11.3262,VALID,1003.27,VALID,0.87621,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.71875,VALID,7,VALID,3.89844,VALID,211,VALID,234,VALID,198,
2010-07-31, 00:32:04,VALID,11.6534,VALID,97.7177,VALID,11.304,VALID,1003.23,VALID,0.87621,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.05117,VALID,7.29688,VALID,3.39844,VALID,210,VALID,234,VALID,187,
2010-07-31, 00:33:04,VALID,11.6598,VALID,97.6847,VALID,11.3053,VALID,1003.2,VALID,0.751038,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.51328,VALID,5.39844,VALID,2.89844,VALID,209,VALID,214,VALID,203,
2010-07-31, 00:34:04,VALID,11.6639,VALID,97.644,VALID,11.3031,VALID,1003.15,VALID,0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.16563,VALID,6.5,VALID,4.20313,VALID,208,VALID,220,VALID,194,
2010-07-31, 00:35:04,VALID,11.6542,VALID,97.6084,VALID,11.288,VALID,1003.1,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.35742,VALID,6.29688,VALID,2.39844,VALID,207,VALID,239,VALID,192,
2010-07-31, 00:36:04,VALID,11.6446,VALID,97.5804,VALID,11.274,VALID,1003.06,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.31563,VALID,5.20313,VALID,3.29688,VALID,198,VALID,210,VALID,185,
2010-07-31, 00:37:04,VALID,11.6412,VALID,97.5346,VALID,11.2635,VALID,1003.05,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.9125,VALID,5.39844,VALID,2.60156,VALID,208,VALID,251,VALID,189,
2010-07-31, 00:38:04,VALID,11.6315,VALID,97.4952,VALID,11.2478,VALID,1003.04,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.22148,VALID,5.89844,VALID,2.70313,VALID,203,VALID,216,VALID,173,
2010-07-31, 00:39:04,VALID,11.6221,VALID,97.4609,VALID,11.2331,VALID,1003.03,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.46758,VALID,6.39844,VALID,2.79688,VALID,204,VALID,219,VALID,191,
2010-07-31, 00:40:04,VALID,11.6123,VALID,97.4278,VALID,11.2182,VALID,1003,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.65312,VALID,5.70313,VALID,2.79688,VALID,213,VALID,242,VALID,194,
2010-07-31, 00:41:04,VALID,11.6057,VALID,97.3846,VALID,11.2049,VALID,1002.99,VALID,0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.17031,VALID,6.60156,VALID,3.5,VALID,209,VALID,226,VALID,189,
2010-07-31, 00:42:04,VALID,11.5962,VALID,97.3362,VALID,11.1879,VALID,1002.99,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.96484,VALID,7.20313,VALID,3.20313,VALID,204,VALID,215,VALID,186,
2010-07-31, 00:43:04,VALID,11.5998,VALID,97.2854,VALID,11.1837,VALID,1002.93,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.02695,VALID,8.29688,VALID,3.89844,VALID,199,VALID,218,VALID,183,
2010-07-31, 00:44:04,VALID,11.5864,VALID,97.2231,VALID,11.1606,VALID,1002.96,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.97109,VALID,8.20313,VALID,3.29688,VALID,203,VALID,219,VALID,182,
2010-07-31, 00:45:04,VALID,11.5864,VALID,97.1506,VALID,11.1493,VALID,1002.99,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.09688,VALID,7.5,VALID,2.89844,VALID,207,VALID,220,VALID,186,
2010-07-31, 00:46:04,VALID,11.5798,VALID,97.0679,VALID,11.1299,VALID,1003.02,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.3793,VALID,6.20313,VALID,2.29688,VALID,194,VALID,220,VALID,169,
2010-07-31, 00:47:04,VALID,11.5831,VALID,97.0018,VALID,11.123,VALID,1003.04,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.39727,VALID,7.10156,VALID,2.70313,VALID,208,VALID,227,VALID,194,
2010-07-31, 00:48:04,VALID,11.5767,VALID,96.9293,VALID,11.1053,VALID,1003.03,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.03672,VALID,6.39844,VALID,3.29688,VALID,213,VALID,248,VALID,196,
2010-07-31, 00:49:04,VALID,11.5671,VALID,96.8568,VALID,11.0845,VALID,1003.03,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.68359,VALID,5.89844,VALID,3.29688,VALID,212,VALID,237,VALID,201,
2010-07-31, 00:50:04,VALID,11.5541,VALID,96.7818,VALID,11.0598,VALID,1002.97,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.42695,VALID,9.39844,VALID,3.70313,VALID,211,VALID,231,VALID,191,
2010-07-31, 00:51:04,VALID,11.5541,VALID,96.6966,VALID,11.0465,VALID,1002.92,VALID,0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.74727,VALID,7.79688,VALID,3.89844,VALID,210,VALID,222,VALID,193,
2010-07-31, 00:52:04,VALID,11.5542,VALID,96.6191,VALID,11.0345,VALID,1002.89,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.35273,VALID,9.10156,VALID,3.29688,VALID,212,VALID,240,VALID,194,
2010-07-31, 00:53:04,VALID,11.5575,VALID,96.5339,VALID,11.0245,VALID,1002.88,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.44375,VALID,6.79688,VALID,3.70313,VALID,211,VALID,231,VALID,189,
2010-07-31, 00:54:04,VALID,11.5478,VALID,96.4652,VALID,11.0041,VALID,1002.89,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.51016,VALID,8.10156,VALID,3.79688,VALID,208,VALID,219,VALID,190,
2010-07-31, 00:55:04,VALID,11.5415,VALID,96.4181,VALID,10.9905,VALID,1002.92,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.04258,VALID,7.70313,VALID,4,VALID,210,VALID,226,VALID,187,
2010-07-31, 00:56:04,VALID,11.5412,VALID,96.3698,VALID,10.9826,VALID,1002.97,VALID,0.500692,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.05195,VALID,6.70313,VALID,2.79688,VALID,210,VALID,230,VALID,189,
2010-07-31, 00:57:04,VALID,11.5249,VALID,96.3469,VALID,10.9628,VALID,1003.01,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.69766,VALID,8.29688,VALID,3.89844,VALID,212,VALID,220,VALID,195,
2010-07-31, 00:58:04,VALID,11.5381,VALID,96.3139,VALID,10.9708,VALID,1003.03,VALID,0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.675,VALID,7.79688,VALID,3.20313,VALID,213,VALID,250,VALID,190,
2010-07-31, 00:59:04,VALID,11.5315,VALID,96.2884,VALID,10.9602,VALID,1003.05,VALID,0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.27383,VALID,6.20313,VALID,4,VALID,210,VALID,220,VALID,198,
2010-07-31, 01:00:04,VALID,11.5281,VALID,96.2783,VALID,10.9553,VALID,1003.02,VALID,0.625865,VALID,0,VALID,0,INVALID,0,VALID,0,VALID,5.52266,VALID,8.29688,VALID,3.89844,VALID,211,VALID,233,VALID,179,
2010-07-31, 01:01:04,VALID,11.5154,VALID,96.2516,VALID,10.9384,VALID,1002.99,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.74883,VALID,7.79688,VALID,3.60156,VALID,209,VALID,223,VALID,195,
2010-07-31, 01:02:04,VALID,11.5155,VALID,96.2312,VALID,10.9354,VALID,1002.97,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.41289,VALID,7.89844,VALID,3.5,VALID,209,VALID,227,VALID,188,
2010-07-31, 01:03:04,VALID,11.5187,VALID,96.216,VALID,10.9362,VALID,1002.97,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.79453,VALID,6.29688,VALID,3.89844,VALID,210,VALID,237,VALID,195,
2010-07-31, 01:04:04,VALID,11.5155,VALID,96.2071,VALID,10.9316,VALID,1002.97,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.27656,VALID,8,VALID,4.79688,VALID,206,VALID,227,VALID,196,
2010-07-31, 01:05:04,VALID,11.5058,VALID,96.2058,VALID,10.9218,VALID,1003,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.15117,VALID,6.5,VALID,3.79688,VALID,210,VALID,229,VALID,194,
2010-07-31, 01:06:04,VALID,11.5123,VALID,96.2121,VALID,10.9292,VALID,1003.02,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.87539,VALID,7.60156,VALID,3.5,VALID,214,VALID,229,VALID,186,
2010-07-31, 01:07:04,VALID,11.5029,VALID,96.2287,VALID,10.9224,VALID,1003.01,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.26445,VALID,7.20313,VALID,3,VALID,211,VALID,228,VALID,197,
2010-07-31, 01:08:04,VALID,11.4929,VALID,96.2338,VALID,10.9133,VALID,1003,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.58437,VALID,7.39844,VALID,3.20313,VALID,211,VALID,224,VALID,192,
2010-07-31, 01:09:04,VALID,11.5063,VALID,96.2338,VALID,10.9266,VALID,1002.96,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.43281,VALID,7.5,VALID,3.79688,VALID,210,VALID,218,VALID,193,
2010-07-31, 01:10:04,VALID,11.4896,VALID,96.2477,VALID,10.9121,VALID,1002.93,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.24141,VALID,8.10156,VALID,4,VALID,210,VALID,224,VALID,197,
2010-07-31, 01:11:04,VALID,11.49,VALID,96.2401,VALID,10.9114,VALID,1002.88,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.83398,VALID,7.39844,VALID,3.29688,VALID,209,VALID,230,VALID,179,
2010-07-31, 01:12:04,VALID,11.4896,VALID,96.235,VALID,10.9101,VALID,1002.82,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.15391,VALID,9,VALID,3.89844,VALID,212,VALID,226,VALID,200,
2010-07-31, 01:13:04,VALID,11.4994,VALID,96.2147,VALID,10.9167,VALID,1002.78,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.91016,VALID,7.89844,VALID,3.89844,VALID,212,VALID,226,VALID,197,
2010-07-31, 01:14:04,VALID,11.4995,VALID,96.188,VALID,10.9127,VALID,1002.69,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.34805,VALID,8.20313,VALID,4.10156,VALID,208,VALID,224,VALID,196,
2010-07-31, 01:15:04,VALID,11.4866,VALID,96.1587,VALID,10.8953,VALID,1002.69,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.38555,VALID,7.89844,VALID,3.29688,VALID,207,VALID,219,VALID,190,
2010-07-31, 01:16:04,VALID,11.4899,VALID,96.1422,VALID,10.8959,VALID,1002.71,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.53125,VALID,8.5,VALID,3.89844,VALID,209,VALID,240,VALID,195,
2010-07-31, 01:17:04,VALID,11.4897,VALID,96.118,VALID,10.892,VALID,1002.73,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.50313,VALID,8,VALID,4.20313,VALID,211,VALID,235,VALID,198,
2010-07-31, 01:18:04,VALID,11.4865,VALID,96.0926,VALID,10.8848,VALID,1002.7,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.19844,VALID,7.70313,VALID,3.89844,VALID,211,VALID,235,VALID,196,
2010-07-31, 01:19:04,VALID,11.49,VALID,96.0723,VALID,10.8851,VALID,1002.71,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.21719,VALID,8.10156,VALID,4.10156,VALID,208,VALID,218,VALID,198,
2010-07-31, 01:20:04,VALID,11.4863,VALID,96.0519,VALID,10.8782,VALID,1002.75,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.30898,VALID,6.70313,VALID,3.70313,VALID,206,VALID,226,VALID,190,
2010-07-31, 01:21:04,VALID,11.4865,VALID,96.0379,VALID,10.8762,VALID,1002.77,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.81602,VALID,7.39844,VALID,3.10156,VALID,213,VALID,232,VALID,198,
2010-07-31, 01:22:04,VALID,11.4865,VALID,96.0379,VALID,10.8762,VALID,1002.81,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.32969,VALID,7.5,VALID,3.29688,VALID,211,VALID,226,VALID,192,
2010-07-31, 01:23:04,VALID,11.4929,VALID,96.0252,VALID,10.8806,VALID,1002.88,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.56328,VALID,7.39844,VALID,3.29688,VALID,210,VALID,237,VALID,191,
2010-07-31, 01:24:04,VALID,11.4963,VALID,96.0443,VALID,10.887,VALID,1002.92,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.50352,VALID,8.29688,VALID,3.79688,VALID,214,VALID,241,VALID,195,
2010-07-31, 01:25:04,VALID,11.4899,VALID,96.0392,VALID,10.8797,VALID,1002.97,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.47109,VALID,7.60156,VALID,2.79688,VALID,213,VALID,242,VALID,188,
2010-07-31, 01:26:04,VALID,11.4929,VALID,96.0494,VALID,10.8844,VALID,1003.01,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.15469,VALID,8.89844,VALID,2.89844,VALID,211,VALID,234,VALID,196,
2010-07-31, 01:27:04,VALID,11.4929,VALID,96.0596,VALID,10.886,VALID,1003.02,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.85039,VALID,7.70313,VALID,4.39844,VALID,212,VALID,229,VALID,190,
2010-07-31, 01:28:04,VALID,11.4865,VALID,96.0634,VALID,10.8802,VALID,1003.07,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.1457,VALID,7.70313,VALID,4.20313,VALID,211,VALID,229,VALID,189,
2010-07-31, 01:29:04,VALID,11.4929,VALID,96.0583,VALID,10.8858,VALID,1003.13,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,6.45,VALID,7.79688,VALID,3.70313,VALID,211,VALID,222,VALID,196,
2010-07-31, 01:30:04,VALID,11.5026,VALID,96.0176,VALID,10.8891,VALID,1003.21,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.46914,VALID,6.89844,VALID,3.29688,VALID,210,VALID,235,VALID,193,
2010-07-31, 01:31:04,VALID,11.5155,VALID,95.9871,VALID,10.8971,VALID,1003.28,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.54922,VALID,7.29688,VALID,3.39844,VALID,213,VALID,241,VALID,187,
2010-07-31, 01:32:04,VALID,11.5187,VALID,95.9451,VALID,10.8937,VALID,1003.42,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.75117,VALID,7.39844,VALID,3.70313,VALID,215,VALID,235,VALID,206,
2010-07-31, 01:33:04,VALID,11.522,VALID,95.9209,VALID,10.8931,VALID,1003.52,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.69727,VALID,7.70313,VALID,3.60156,VALID,217,VALID,227,VALID,205,
2010-07-31, 01:34:04,VALID,11.5187,VALID,95.8904,VALID,10.8851,VALID,1003.58,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.93789,VALID,7.39844,VALID,2.5,VALID,220,VALID,238,VALID,202,
2010-07-31, 01:35:04,VALID,11.522,VALID,95.8688,VALID,10.885,VALID,1003.61,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.82617,VALID,6.79688,VALID,2.79688,VALID,217,VALID,233,VALID,196,
2010-07-31, 01:36:04,VALID,11.5187,VALID,95.8624,VALID,10.8807,VALID,1003.58,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.02187,VALID,6,VALID,3.79688,VALID,216,VALID,231,VALID,208,
2010-07-31, 01:37:04,VALID,11.5218,VALID,95.8548,VALID,10.8826,VALID,1003.52,VALID,0.625865,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.32422,VALID,6.20313,VALID,3,VALID,211,VALID,224,VALID,198,
2010-07-31, 01:38:04,VALID,11.5155,VALID,95.8472,VALID,10.8751,VALID,1003.46,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.98984,VALID,6.5,VALID,3.70313,VALID,210,VALID,228,VALID,196,
2010-07-31, 01:39:04,VALID,11.5056,VALID,95.8536,VALID,10.8662,VALID,1003.38,VALID,0.375519,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.45742,VALID,5.79688,VALID,3.29688,VALID,208,VALID,230,VALID,190,
2010-07-31, 01:40:04,VALID,11.5091,VALID,95.8739,VALID,10.8729,VALID,1003.29,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.81602,VALID,7.60156,VALID,3.39844,VALID,205,VALID,222,VALID,173,
2010-07-31, 01:41:04,VALID,11.4962,VALID,95.8726,VALID,10.8599,VALID,1003.22,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.93125,VALID,7.89844,VALID,3.60156,VALID,209,VALID,224,VALID,195,
2010-07-31, 01:42:04,VALID,11.5026,VALID,95.8688,VALID,10.8657,VALID,1003.12,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.57266,VALID,8.60156,VALID,3.60156,VALID,207,VALID,217,VALID,197,
2010-07-31, 01:43:04,VALID,11.5058,VALID,95.8561,VALID,10.8669,VALID,1003.09,VALID,0.125173,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.98398,VALID,6.29688,VALID,3.20313,VALID,205,VALID,219,VALID,187,
2010-07-31, 01:44:04,VALID,11.4962,VALID,95.8612,VALID,10.8581,VALID,1003,VALID,0,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.81133,VALID,6.60156,VALID,2.89844,VALID,202,VALID,222,VALID,182,
2010-07-31, 01:45:04,VALID,11.4928,VALID,95.8548,VALID,10.8537,VALID,1002.93,VALID,0.250346,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.7125,VALID,6.79688,VALID,2.5,VALID,202,VALID,223,VALID,167,
