,,,TA_1m,,RH_1m,,DP_1m,,PA_1m,,SR_1m,,PRMeasQMR102_1,,PR_Slide_Sum,,PR_Sum1h,,PR_Sum1h,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,,GenWind_1m,
2010-07-27, 00:17:04,VALID,9.27285,VALID,66.772,VALID,3.40642,VALID,1018.81,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.78555,VALID,6,VALID,3.70313,VALID,322,VALID,333,VALID,306,
2010-07-27, 00:18:04,VALID,9.33111,VALID,66.4922,VALID,3.40242,VALID,1018.83,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.96523,VALID,6.70313,VALID,3.70313,VALID,321,VALID,330,VALID,312,
2010-07-27, 00:19:04,VALID,9.38972,VALID,65.9212,VALID,3.33598,VALID,1018.82,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.94883,VALID,6.10156,VALID,4.10156,VALID,322,VALID,332,VALID,307,
2010-07-27, 00:20:04,VALID,9.41229,VALID,65.8755,VALID,3.34763,VALID,1018.81,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.31602,VALID,6.5,VALID,3.79688,VALID,323,VALID,335,VALID,303,
2010-07-27, 00:21:04,VALID,9.47044,VALID,65.2766,VALID,3.27351,VALID,1018.79,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.20742,VALID,6.20313,VALID,4,VALID,324,VALID,333,VALID,310,
2010-07-27, 00:22:04,VALID,9.52811,VALID,64.9726,VALID,3.26224,VALID,1018.8,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.10625,VALID,6.29688,VALID,4.20313,VALID,323,VALID,330,VALID,311,
2010-07-27, 00:23:04,VALID,9.56692,VALID,64.5454,VALID,3.20566,VALID,1018.81,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.28359,VALID,6.29688,VALID,3.89844,VALID,324,VALID,335,VALID,313,
2010-07-27, 00:24:04,VALID,9.6123,VALID,64.4475,VALID,3.22727,VALID,1018.81,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.40508,VALID,6.79688,VALID,4.60156,VALID,324,VALID,337,VALID,311,
2010-07-27, 00:25:04,VALID,9.66054,VALID,64.3699,VALID,3.25604,VALID,1018.83,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.36016,VALID,6.60156,VALID,3.89844,VALID,325,VALID,341,VALID,308,
2010-07-27, 00:26:04,VALID,9.67642,VALID,64.5149,VALID,3.30301,VALID,1018.84,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.96602,VALID,5.89844,VALID,3.60156,VALID,323,VALID,332,VALID,312,
2010-07-27, 00:27:04,VALID,9.67356,VALID,64.8595,VALID,3.37583,VALID,1018.84,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.18281,VALID,6.20313,VALID,4,VALID,321,VALID,332,VALID,310,
2010-07-27, 00:28:04,VALID,9.65732,VALID,65.0655,VALID,3.40537,VALID,1018.84,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.98906,VALID,6,VALID,3.79688,VALID,322,VALID,335,VALID,310,
2010-07-27, 00:29:04,VALID,9.6283,VALID,64.9459,VALID,3.35169,VALID,1018.86,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.9832,VALID,6.20313,VALID,2.70313,VALID,321,VALID,334,VALID,309,
2010-07-27, 00:30:04,VALID,9.59606,VALID,65.124,VALID,3.35984,VALID,1018.87,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,5.03984,VALID,5.79688,VALID,4.10156,VALID,320,VALID,332,VALID,306,
2010-07-27, 00:31:04,VALID,9.57659,VALID,65.1379,VALID,3.34437,VALID,1018.88,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.81602,VALID,5.70313,VALID,3.70313,VALID,321,VALID,330,VALID,312,
2010-07-27, 00:32:04,VALID,9.57659,VALID,65.1914,VALID,3.35599,VALID,1018.88,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.52695,VALID,6.5,VALID,3.29688,VALID,320,VALID,330,VALID,304,
2010-07-27, 00:33:04,VALID,9.5508,VALID,65.1926,VALID,3.33173,VALID,1018.87,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.84414,VALID,5.70313,VALID,3.70313,VALID,320,VALID,329,VALID,310,
2010-07-27, 00:34:04,VALID,9.53348,VALID,65.3287,VALID,3.34482,VALID,1018.88,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.78633,VALID,5.70313,VALID,3.79688,VALID,320,VALID,330,VALID,310,
2010-07-27, 00:35:04,VALID,9.49492,VALID,65.5576,VALID,3.35771,VALID,1018.89,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.66719,VALID,5.89844,VALID,3.39844,VALID,320,VALID,330,VALID,306,
2010-07-27, 00:36:04,VALID,9.44633,VALID,65.8857,VALID,3.38224,VALID,1018.88,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.43437,VALID,5.5,VALID,3.5,VALID,320,VALID,327,VALID,310,
2010-07-27, 00:37:04,VALID,9.37243,VALID,66.3371,VALID,3.40868,VALID,1018.89,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.3793,VALID,5.20313,VALID,3.20313,VALID,320,VALID,332,VALID,309,
2010-07-27, 00:38:04,VALID,9.31429,VALID,66.5456,VALID,3.39777,VALID,1018.91,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.5293,VALID,5.5,VALID,3.5,VALID,319,VALID,334,VALID,299,
2010-07-27, 00:39:04,VALID,9.27537,VALID,66.5799,VALID,3.36798,VALID,1018.91,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.2125,VALID,5.60156,VALID,3.29688,VALID,320,VALID,333,VALID,304,
2010-07-27, 00:40:04,VALID,9.27549,VALID,66.5583,VALID,3.36348,VALID,1018.91,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.32852,VALID,5.10156,VALID,3.39844,VALID,317,VALID,330,VALID,305,
2010-07-27, 00:41:04,VALID,9.2725,VALID,66.5418,VALID,3.35711,VALID,1018.91,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.41797,VALID,5.39844,VALID,3,VALID,319,VALID,333,VALID,309,
2010-07-27, 00:42:04,VALID,9.2497,VALID,66.6308,VALID,3.35432,VALID,1018.92,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.49648,VALID,5.60156,VALID,3.20313,VALID,319,VALID,329,VALID,306,
2010-07-27, 00:43:04,VALID,9.21724,VALID,66.5469,VALID,3.30549,VALID,1018.93,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.43086,VALID,6,VALID,3.29688,VALID,322,VALID,333,VALID,313,
2010-07-27, 00:44:04,VALID,9.21402,VALID,66.4095,VALID,3.27314,VALID,1018.96,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.25039,VALID,5.5,VALID,3,VALID,323,VALID,333,VALID,309,
2010-07-27, 00:45:04,VALID,9.26916,VALID,66.0548,VALID,3.24979,VALID,1018.96,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.31719,VALID,5,VALID,3.60156,VALID,322,VALID,331,VALID,311,
2010-07-27, 00:46:04,VALID,9.27871,VALID,66.1056,VALID,3.2698,VALID,1018.97,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.26406,VALID,5.20313,VALID,3.10156,VALID,323,VALID,331,VALID,310,
2010-07-27, 00:47:04,VALID,9.28528,VALID,66.1362,VALID,3.2826,VALID,1018.97,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.36484,VALID,5.29688,VALID,3.29688,VALID,323,VALID,332,VALID,307,
2010-07-27, 00:48:04,VALID,9.30772,VALID,65.9848,VALID,3.27152,VALID,1018.96,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.46914,VALID,5.39844,VALID,3.5,VALID,323,VALID,330,VALID,312,
2010-07-27, 00:49:04,VALID,9.34365,VALID,65.8857,VALID,3.28443,VALID,1018.95,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.35586,VALID,5.20313,VALID,3.70313,VALID,323,VALID,335,VALID,313,
2010-07-27, 00:50:04,VALID,9.33421,VALID,65.8729,VALID,3.27271,VALID,1018.97,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.46602,VALID,5,VALID,3.60156,VALID,323,VALID,331,VALID,317,
2010-07-27, 00:51:04,VALID,9.31821,VALID,66.0052,VALID,3.28589,VALID,1018.97,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.32109,VALID,5,VALID,3.60156,VALID,325,VALID,330,VALID,314,
2010-07-27, 00:52:04,VALID,9.28574,VALID,66.2303,VALID,3.3032,VALID,1018.96,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.24375,VALID,5,VALID,3.39844,VALID,325,VALID,330,VALID,318,
2010-07-27, 00:53:04,VALID,9.25374,VALID,66.4515,VALID,3.31997,VALID,1018.97,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.10078,VALID,4.70313,VALID,3.5,VALID,325,VALID,339,VALID,314,
2010-07-27, 00:54:04,VALID,9.2344,VALID,66.5965,VALID,3.33242,VALID,1018.97,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.98125,VALID,4.5,VALID,3.29688,VALID,325,VALID,335,VALID,317,
2010-07-27, 00:55:04,VALID,9.18927,VALID,66.7224,VALID,3.31615,VALID,1018.98,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.33008,VALID,5.10156,VALID,3.29688,VALID,325,VALID,330,VALID,319,
2010-07-27, 00:56:04,VALID,9.17626,VALID,66.2557,VALID,3.20428,VALID,1018.99,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.12344,VALID,4.5,VALID,3.60156,VALID,325,VALID,333,VALID,319,
2010-07-27, 00:57:04,VALID,9.18259,VALID,66.2442,VALID,3.20787,VALID,1019.01,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.1875,VALID,5.5,VALID,3.5,VALID,326,VALID,331,VALID,315,
2010-07-27, 00:58:04,VALID,9.18593,VALID,66.3816,VALID,3.24039,VALID,1019,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.83008,VALID,4.89844,VALID,3,VALID,325,VALID,331,VALID,316,
2010-07-27, 00:59:04,VALID,9.14092,VALID,66.6906,VALID,3.26327,VALID,1019.01,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.14805,VALID,5.20313,VALID,3,VALID,326,VALID,333,VALID,317,
2010-07-27, 01:00:04,VALID,9.073,VALID,67.1051,VALID,3.28627,VALID,1019.02,VALID,-1,VALID,0,VALID,0,INVALID,0,VALID,0,VALID,3.73125,VALID,4.70313,VALID,2.79688,VALID,324,VALID,333,VALID,309,
2010-07-27, 01:01:04,VALID,9.03455,VALID,67.1776,VALID,3.26486,VALID,1019.03,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.74062,VALID,5.29688,VALID,2.89844,VALID,318,VALID,333,VALID,293,
2010-07-27, 01:02:04,VALID,9.00554,VALID,67.1674,VALID,3.23502,VALID,1019.05,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.48203,VALID,4.79688,VALID,2.60156,VALID,317,VALID,327,VALID,305,
2010-07-27, 01:03:04,VALID,8.98942,VALID,67.4637,VALID,3.282,VALID,1019.04,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.25586,VALID,5.60156,VALID,3.29688,VALID,316,VALID,330,VALID,304,
2010-07-27, 01:04:04,VALID,8.96041,VALID,67.8058,VALID,3.32597,VALID,1019.03,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.79219,VALID,5.39844,VALID,1.89844,VALID,323,VALID,340,VALID,306,
2010-07-27, 01:05:04,VALID,8.9573,VALID,67.5591,VALID,3.27133,VALID,1019.02,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.94336,VALID,5.29688,VALID,2.60156,VALID,319,VALID,332,VALID,304,
2010-07-27, 01:06:04,VALID,9.02188,VALID,67.6901,VALID,3.3605,VALID,1019.03,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.56758,VALID,4.20313,VALID,2.89844,VALID,323,VALID,330,VALID,312,
2010-07-27, 01:07:04,VALID,8.9832,VALID,68.5446,VALID,3.50152,VALID,1019.05,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.05703,VALID,5.10156,VALID,3,VALID,320,VALID,334,VALID,300,
2010-07-27, 01:08:04,VALID,8.96041,VALID,69.1079,VALID,3.59596,VALID,1019.04,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.28555,VALID,5.10156,VALID,3,VALID,323,VALID,333,VALID,311,
2010-07-27, 01:09:04,VALID,8.98309,VALID,68.7557,VALID,3.54508,VALID,1019.05,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.47734,VALID,6.29688,VALID,3.5,VALID,323,VALID,335,VALID,308,
2010-07-27, 01:10:04,VALID,9.03811,VALID,67.7015,VALID,3.37841,VALID,1019.06,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.06289,VALID,5.70313,VALID,2.29688,VALID,325,VALID,343,VALID,309,
2010-07-27, 01:11:04,VALID,9.07012,VALID,67.0364,VALID,3.26901,VALID,1019.06,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.90273,VALID,5.20313,VALID,3,VALID,322,VALID,333,VALID,310,
2010-07-27, 01:12:04,VALID,9.03777,VALID,67.0441,VALID,3.23975,VALID,1019.08,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.82852,VALID,4.79688,VALID,3,VALID,321,VALID,330,VALID,310,
2010-07-27, 01:13:04,VALID,8.98631,VALID,67.292,VALID,3.24292,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.97578,VALID,4.79688,VALID,3.20313,VALID,322,VALID,333,VALID,310,
2010-07-27, 01:14:04,VALID,8.93152,VALID,67.1382,VALID,3.15818,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.72617,VALID,4.70313,VALID,3,VALID,323,VALID,330,VALID,312,
2010-07-27, 01:15:04,VALID,8.91195,VALID,66.9805,VALID,3.10622,VALID,1019.1,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.13555,VALID,4.89844,VALID,3.5,VALID,320,VALID,328,VALID,309,
2010-07-27, 01:16:04,VALID,8.94441,VALID,66.7821,VALID,3.09522,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.85313,VALID,5,VALID,2.79688,VALID,320,VALID,332,VALID,311,
2010-07-27, 01:17:04,VALID,8.91529,VALID,67.1051,VALID,3.13571,VALID,1019.08,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.87188,VALID,4.70313,VALID,3.29688,VALID,320,VALID,329,VALID,307,
2010-07-27, 01:18:04,VALID,8.86694,VALID,67.6417,VALID,3.20232,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.84922,VALID,4.79688,VALID,3,VALID,321,VALID,330,VALID,311,
2010-07-27, 01:19:04,VALID,8.81192,VALID,67.8859,VALID,3.20077,VALID,1019.1,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.95937,VALID,4.79688,VALID,3.39844,VALID,321,VALID,330,VALID,312,
2010-07-27, 01:20:04,VALID,8.78614,VALID,68.2038,VALID,3.2423,VALID,1019.1,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.77617,VALID,4.70313,VALID,3,VALID,319,VALID,327,VALID,310,
2010-07-27, 01:21:04,VALID,8.75735,VALID,68.631,VALID,3.30325,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.64687,VALID,4.5,VALID,2.79688,VALID,319,VALID,330,VALID,309,
2010-07-27, 01:22:04,VALID,8.77002,VALID,69.2223,VALID,3.43706,VALID,1019.06,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.01797,VALID,5,VALID,3.10156,VALID,316,VALID,326,VALID,309,
2010-07-27, 01:23:04,VALID,8.79914,VALID,69.319,VALID,3.48476,VALID,1019.06,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.07383,VALID,4.89844,VALID,3.20313,VALID,318,VALID,330,VALID,309,
2010-07-27, 01:24:04,VALID,8.78947,VALID,69.2656,VALID,3.46456,VALID,1019.07,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.84531,VALID,5.70313,VALID,2.5,VALID,318,VALID,330,VALID,306,
2010-07-27, 01:25:04,VALID,8.79603,VALID,69.3787,VALID,3.49402,VALID,1019.06,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.80195,VALID,4.79688,VALID,3.10156,VALID,315,VALID,324,VALID,303,
2010-07-27, 01:26:04,VALID,8.74424,VALID,69.9433,VALID,3.55946,VALID,1019.07,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.85508,VALID,4.39844,VALID,3.39844,VALID,313,VALID,320,VALID,304,
2010-07-27, 01:27:04,VALID,8.68634,VALID,70.246,VALID,3.56523,VALID,1019.07,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.93438,VALID,4.5,VALID,3.20313,VALID,312,VALID,317,VALID,305,
2010-07-27, 01:28:04,VALID,8.64433,VALID,70.466,VALID,3.56933,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.88516,VALID,4.39844,VALID,3.29688,VALID,315,VALID,321,VALID,305,
2010-07-27, 01:29:04,VALID,8.59932,VALID,70.5995,VALID,3.553,VALID,1019.08,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.05195,VALID,4.5,VALID,3.5,VALID,311,VALID,317,VALID,305,
2010-07-27, 01:30:04,VALID,8.56387,VALID,70.5372,VALID,3.50642,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.93477,VALID,4.70313,VALID,2.29688,VALID,315,VALID,334,VALID,292,
2010-07-27, 01:31:04,VALID,8.51864,VALID,70.6287,VALID,3.4814,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.00859,VALID,4.89844,VALID,3.39844,VALID,313,VALID,319,VALID,307,
2010-07-27, 01:32:04,VALID,8.48007,VALID,70.6618,VALID,3.45101,VALID,1019.11,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.92422,VALID,4.70313,VALID,3.29688,VALID,316,VALID,323,VALID,309,
2010-07-27, 01:33:04,VALID,8.46106,VALID,70.5448,VALID,3.40923,VALID,1019.11,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.10703,VALID,5.5,VALID,3.39844,VALID,313,VALID,323,VALID,297,
2010-07-27, 01:34:04,VALID,8.44484,VALID,70.3757,VALID,3.35961,VALID,1019.12,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.74961,VALID,4.70313,VALID,3.20313,VALID,312,VALID,319,VALID,306,
2010-07-27, 01:35:04,VALID,8.44806,VALID,70.1722,VALID,3.32165,VALID,1019.12,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.12227,VALID,4.79688,VALID,3.60156,VALID,312,VALID,320,VALID,305,
2010-07-27, 01:36:04,VALID,8.48039,VALID,69.9204,VALID,3.30172,VALID,1019.12,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.81797,VALID,4.5,VALID,3.29688,VALID,312,VALID,320,VALID,303,
2010-07-27, 01:37:04,VALID,8.44473,VALID,69.9382,VALID,3.27112,VALID,1019.13,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.81445,VALID,4.29688,VALID,3.39844,VALID,314,VALID,321,VALID,305,
2010-07-27, 01:38:04,VALID,8.39005,VALID,70.1849,VALID,3.26855,VALID,1019.12,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.71133,VALID,4.60156,VALID,3.10156,VALID,315,VALID,321,VALID,306,
2010-07-27, 01:39:04,VALID,8.37415,VALID,70.3083,VALID,3.27817,VALID,1019.11,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.78945,VALID,5,VALID,2.79688,VALID,314,VALID,330,VALID,303,
2010-07-27, 01:40:04,VALID,8.37071,VALID,70.2447,VALID,3.26205,VALID,1019.1,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.99141,VALID,4.89844,VALID,3.29688,VALID,314,VALID,322,VALID,306,
2010-07-27, 01:41:04,VALID,8.3545,VALID,70.2218,VALID,3.24187,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.88047,VALID,4.60156,VALID,3,VALID,315,VALID,323,VALID,306,
2010-07-27, 01:42:04,VALID,8.36427,VALID,70.0845,VALID,3.22351,VALID,1019.09,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.94844,VALID,5,VALID,3,VALID,313,VALID,321,VALID,305,
2010-07-27, 01:43:04,VALID,8.39982,VALID,69.8556,VALID,3.21129,VALID,1019.11,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.99492,VALID,4.5,VALID,3.5,VALID,316,VALID,327,VALID,309,
2010-07-27, 01:44:04,VALID,8.40003,VALID,69.8531,VALID,3.21097,VALID,1019.11,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,4.03867,VALID,5.10156,VALID,3.10156,VALID,316,VALID,326,VALID,309,
2010-07-27, 01:45:04,VALID,8.37071,VALID,69.9764,VALID,3.20784,VALID,1019.12,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.98242,VALID,5.5,VALID,3.5,VALID,317,VALID,325,VALID,308,
2010-07-27, 01:46:04,VALID,8.36126,VALID,70.1112,VALID,3.22602,VALID,1019.1,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.79805,VALID,4.39844,VALID,3.29688,VALID,318,VALID,323,VALID,310,
2010-07-27, 01:47:04,VALID,8.33526,VALID,70.1621,VALID,3.21135,VALID,1019.1,VALID,-1,VALID,0,VALID,0,VALID,0,VALID,0,VALID,3.9707,VALID,4.60156,VALID,3.29688,VALID,315,VALID,323,VALID,306,
